state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level,effective_to_date,Year,Month,Day
Arizona,0,1,Master,Employed,F,Suburban,Divorced,Corporate Auto,1,Branch,SUV,Small,2,2011-02-15,2011-01-01,02,15
Nevada,0,3,Bachelor,Employed,F,Suburban,Married,Personal Auto,4,Web,SUV,Medsize,1,2011-01-25,2011-01-01,01,25
Oregon,0,1,Master,Disabled,F,Suburban,Married,Corporate Auto,1,Branch,Luxury SUV,Medsize,3,2011-02-11,2011-01-01,02,11
California,1,1,Master,Employed,F,Suburban,Divorced,Personal Auto,2,Branch,Luxury SUV,Medsize,2,2011-01-16,2011-01-01,01,16
Oregon,0,1,College,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,Luxury SUV,Medsize,2,2011-02-02,2011-01-01,02,02
Nevada,1,2,College,Employed,F,Suburban,Married,Personal Auto,2,Agent,Sports Car,Large,3,2011-01-15,2011-01-01,01,15
Washington,1,1,Master,Retired,F,Urban,Married,Personal Auto,1,Agent,Sports Car,Medsize,3,2011-01-20,2011-01-01,01,20
Nevada,0,1,College,Employed,F,Urban,Married,Personal Auto,2,Branch,SUV,Medsize,3,2011-02-13,2011-01-01,02,13
Oregon,0,1,College,Unemployed,F,Suburban,Married,Corporate Auto,1,Agent,SUV,Medsize,1,2011-02-28,2011-01-01,02,28
California,0,2,Bachelor,Employed,F,Suburban,Married,Personal Auto,4,Call Center,Sports Car,Small,3,2011-01-24,2011-01-01,01,24
Nevada,0,1,College,Employed,M,Urban,Married,Corporate Auto,1,Web,SUV,Large,1,2011-01-01,2011-01-01,01,01
Arizona,0,2,College,Employed,M,Suburban,Married,Personal Auto,4,Agent,SUV,Small,3,2011-02-03,2011-01-01,02,03
California,0,1,Bachelor,Employed,F,Urban,Married,Personal Auto,1,Agent,Luxury SUV,Medsize,2,2011-01-19,2011-01-01,01,19
Oregon,0,1,College,Unemployed,M,Suburban,Married,Personal Auto,2,Agent,Sports Car,Small,3,2011-01-09,2011-01-01,01,09
California,0,1,College,Medical Leave,F,Suburban,Married,Corporate Auto,2,Branch,SUV,Small,3,2011-02-03,2011-01-01,02,03
Arizona,0,1,Doctor,Disabled,M,Suburban,Single,Personal Auto,3,Agent,Luxury SUV,Medsize,2,2011-02-08,2011-01-01,02,08
California,0,2,Bachelor,Employed,F,Suburban,Single,Corporate Auto,1,Web,Luxury SUV,Medsize,2,2011-02-16,2011-01-01,02,16
Oregon,0,1,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,Web,Luxury SUV,Small,1,2011-02-06,2011-01-01,02,06
California,0,1,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,3,Agent,SUV,Medsize,3,2011-02-07,2011-01-01,02,07
California,0,1,Bachelor,Employed,F,Urban,Married,Corporate Auto,1,Agent,SUV,Medsize,3,2011-01-12,2011-01-01,01,12
Oregon,0,1,Bachelor,Employed,M,Urban,Divorced,Personal Auto,3,Call Center,Sports Car,Medsize,3,2011-01-02,2011-01-01,01,02
California,1,1,College,Employed,M,Suburban,Married,Special Auto,2,Agent,SUV,Medsize,3,2011-01-10,2011-01-01,01,10
Nevada,0,1,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,Branch,Sports Car,Medsize,2,2011-02-25,2011-01-01,02,25
California,0,1,College,Employed,F,Suburban,Married,Corporate Auto,4,Branch,Sports Car,Small,1,2011-01-15,2011-01-01,01,15
California,1,2,College,Employed,F,Suburban,Married,Personal Auto,2,Agent,Sports Car,Small,2,2011-01-28,2011-01-01,01,28
Nevada,0,1,Bachelor,Employed,F,Rural,Single,Personal Auto,1,Agent,Luxury SUV,Medsize,3,2011-01-20,2011-01-01,01,20
Arizona,0,2,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,Call Center,Luxury SUV,Medsize,1,2011-02-24,2011-01-01,02,24
Arizona,1,3,College,Employed,F,Suburban,Divorced,Personal Auto,1,Call Center,SUV,Medsize,3,2011-01-31,2011-01-01,01,31
California,0,2,Bachelor,Employed,M,Rural,Married,Personal Auto,2,Agent,Luxury SUV,Medsize,2,2011-01-31,2011-01-01,01,31
Arizona,0,1,Bachelor,Employed,M,Urban,Married,Personal Auto,3,Web,Sports Car,Medsize,3,2011-01-15,2011-01-01,01,15
California,0,1,College,Employed,M,Rural,Married,Corporate Auto,2,Agent,Sports Car,Small,1,2011-02-08,2011-01-01,02,08
Oregon,0,1,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Sports Car,Medsize,2,2011-01-10,2011-01-01,01,10
Oregon,1,1,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,2,Agent,Luxury SUV,Medsize,2,2011-01-07,2011-01-01,01,07
Arizona,0,1,College,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize,3,2011-01-23,2011-01-01,01,23
Arizona,0,3,College,Unemployed,M,Suburban,Single,Corporate Auto,1,Call Center,SUV,Small,3,2011-01-18,2011-01-01,01,18
Washington,0,1,College,Unemployed,M,Suburban,Single,Special Auto,1,Branch,Sports Car,Medsize,3,2011-02-24,2011-01-01,02,24
Oregon,0,1,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,Web,SUV,Medsize,3,2011-02-27,2011-01-01,02,27
Washington,0,2,Master,Employed,F,Suburban,Married,Personal Auto,3,Web,SUV,Small,3,2011-02-28,2011-01-01,02,28
Oregon,1,2,Doctor,Employed,M,Suburban,Divorced,Personal Auto,2,Agent,Luxury SUV,Medsize,3,2011-01-18,2011-01-01,01,18
Arizona,0,1,College,Unemployed,M,Suburban,Single,Personal Auto,2,Call Center,SUV,Medsize,3,2011-02-23,2011-01-01,02,23
Oregon,0,2,College,Employed,M,Rural,Married,Personal Auto,4,Web,Sports Car,Small,2,2011-02-08,2011-01-01,02,08
California,1,1,Bachelor,Employed,M,Rural,Married,Corporate Auto,2,Agent,Luxury SUV,Medsize,3,2011-01-21,2011-01-01,01,21
Nevada,0,1,Doctor,Medical Leave,F,Suburban,Married,Personal Auto,3,Web,Luxury SUV,Medsize,2,2011-01-27,2011-01-01,01,27
Arizona,0,2,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,2,Branch,Sports Car,Small,3,2011-01-06,2011-01-01,01,06
Nevada,0,2,College,Unemployed,F,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize,2,2011-02-18,2011-01-01,02,18
Arizona,0,1,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,1,Branch,Luxury SUV,Medsize,2,2011-02-25,2011-01-01,02,25
California,0,1,Master,Retired,F,Urban,Married,Personal Auto,3,Web,SUV,Medsize,2,2011-01-24,2011-01-01,01,24
California,0,1,College,Employed,M,Suburban,Married,Corporate Auto,3,Agent,SUV,Medsize,3,2011-01-27,2011-01-01,01,27
Arizona,0,1,Bachelor,Employed,F,Rural,Married,Personal Auto,2,Branch,SUV,Medsize,3,2011-02-20,2011-01-01,02,20
Oregon,0,1,College,Employed,F,Rural,Married,Personal Auto,3,Agent,SUV,Large,3,2011-02-04,2011-01-01,02,04
Washington,0,1,College,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Small,2,2011-02-23,2011-01-01,02,23
Arizona,0,1,College,Employed,M,Urban,Married,Personal Auto,4,Web,SUV,Medsize,3,2011-02-25,2011-01-01,02,25
Oregon,0,1,Bachelor,Employed,F,Rural,Single,Personal Auto,1,Agent,SUV,Medsize,2,2011-02-07,2011-01-01,02,07
Arizona,0,2,College,Employed,F,Suburban,Single,Corporate Auto,1,Branch,Sports Car,Medsize,1,2011-02-27,2011-01-01,02,27
Washington,0,1,College,Disabled,F,Suburban,Married,Personal Auto,1,Branch,SUV,Medsize,2,2011-01-21,2011-01-01,01,21
Oregon,0,2,Master,Employed,M,Urban,Married,Personal Auto,2,Branch,SUV,Small,3,2011-02-04,2011-01-01,02,04
Arizona,0,1,College,Unemployed,F,Suburban,Single,Personal Auto,4,Agent,Sports Car,Medsize,3,2011-02-12,2011-01-01,02,12
California,0,2,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,1,Call Center,Luxury SUV,Medsize,2,2011-02-10,2011-01-01,02,10
Washington,0,2,College,Employed,M,Rural,Married,Corporate Auto,3,Branch,SUV,Large,2,2011-01-25,2011-01-01,01,25
Oregon,0,2,College,Unemployed,F,Suburban,Single,Special Auto,1,Call Center,Sports Car,Large,2,2011-01-22,2011-01-01,01,22
Arizona,0,2,College,Medical Leave,F,Rural,Married,Personal Auto,1,Branch,Luxury SUV,Small,2,2011-01-09,2011-01-01,01,09
Arizona,0,1,Master,Employed,F,Suburban,Married,Personal Auto,4,Call Center,SUV,Medsize,3,2011-02-10,2011-01-01,02,10
Washington,0,2,College,Employed,F,Urban,Married,Personal Auto,1,Branch,Sports Car,Small,2,2011-01-19,2011-01-01,01,19
Washington,0,2,College,Employed,F,Suburban,Married,Corporate Auto,2,Call Center,SUV,Large,3,2011-01-19,2011-01-01,01,19
Oregon,0,2,Bachelor,Employed,M,Suburban,Married,Personal Auto,1,Branch,Luxury SUV,Medsize,1,2011-02-11,2011-01-01,02,11
Oregon,0,1,Bachelor,Employed,M,Suburban,Married,Personal Auto,4,Branch,SUV,Small,3,2011-02-23,2011-01-01,02,23
Oregon,0,2,College,Employed,F,Rural,Married,Personal Auto,2,Web,SUV,Small,3,2011-01-23,2011-01-01,01,23
California,0,1,College,Employed,M,Rural,Divorced,Personal Auto,1,Call Center,Luxury SUV,Small,3,2011-01-04,2011-01-01,01,04
Arizona,0,2,Bachelor,Employed,M,Rural,Married,Corporate Auto,1,Web,Sports Car,Large,2,2011-01-11,2011-01-01,01,11
Washington,0,1,Master,Employed,F,Urban,Married,Personal Auto,2,Branch,SUV,Medsize,2,2011-02-01,2011-01-01,02,01
Oregon,1,1,College,Employed,F,Suburban,Married,Personal Auto,2,Agent,Luxury SUV,Medsize,2,2011-01-14,2011-01-01,01,14
Oregon,1,1,College,Disabled,F,Suburban,Single,Personal Auto,1,Web,Sports Car,Small,2,2011-02-03,2011-01-01,02,03
California,0,1,College,Unemployed,F,Suburban,Single,Personal Auto,2,Web,Luxury SUV,Medsize,2,2011-02-11,2011-01-01,02,11
Washington,0,1,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,1,Call Center,Sports Car,Small,3,2011-02-19,2011-01-01,02,19
Oregon,0,1,Bachelor,Employed,M,Rural,Divorced,Personal Auto,2,Branch,Luxury SUV,Medsize,3,2011-02-02,2011-01-01,02,02
Oregon,0,3,Bachelor,Employed,F,Rural,Married,Corporate Auto,1,Agent,SUV,Large,2,2011-02-19,2011-01-01,02,19
Arizona,1,1,College,Employed,M,Urban,Married,Personal Auto,1,Agent,Luxury SUV,Medsize,2,2011-02-05,2011-01-01,02,05
Nevada,0,1,Doctor,Employed,F,Rural,Divorced,Personal Auto,4,Web,SUV,Small,2,2011-01-03,2011-01-01,01,03
Oregon,0,1,College,Employed,M,Suburban,Married,Corporate Auto,4,Web,SUV,Medsize,2,2011-01-23,2011-01-01,01,23
California,0,1,College,Employed,M,Urban,Married,Special Auto,1,Agent,Sports Car,Medsize,2,2011-01-01,2011-01-01,01,01
California,1,2,College,Unemployed,M,Suburban,Single,Corporate Auto,1,Agent,Sports Car,Medsize,3,2011-01-01,2011-01-01,01,01
California,0,1,College,Unemployed,M,Suburban,Married,Corporate Auto,2,Branch,SUV,Small,2,2011-01-18,2011-01-01,01,18
Arizona,1,1,College,Employed,F,Urban,Married,Personal Auto,2,Branch,Luxury SUV,Large,2,2011-01-02,2011-01-01,01,02
California,0,1,College,Medical Leave,F,Suburban,Married,Personal Auto,1,Agent,Sports Car,Small,3,2011-02-04,2011-01-01,02,04
Arizona,0,1,College,Employed,M,Urban,Divorced,Personal Auto,2,Call Center,Sports Car,Medsize,2,2011-02-11,2011-01-01,02,11
Oregon,0,1,Master,Medical Leave,F,Suburban,Divorced,Corporate Auto,1,Web,SUV,Medsize,3,2011-02-23,2011-01-01,02,23
California,0,1,College,Employed,F,Suburban,Divorced,Corporate Auto,2,Call Center,Luxury SUV,Large,1,2011-02-20,2011-01-01,02,20
Nevada,0,3,College,Employed,F,Rural,Divorced,Personal Auto,2,Web,SUV,Medsize,2,2011-01-02,2011-01-01,01,02
Oregon,1,1,College,Employed,M,Suburban,Married,Corporate Auto,2,Branch,Luxury SUV,Small,1,2011-01-21,2011-01-01,01,21
Arizona,0,1,College,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,Luxury SUV,Small,2,2011-01-12,2011-01-01,01,12
California,0,1,Bachelor,Employed,M,Rural,Married,Personal Auto,2,Branch,Luxury SUV,Medsize,3,2011-01-30,2011-01-01,01,30
Arizona,1,1,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,1,Web,Luxury SUV,Medsize,3,2011-01-11,2011-01-01,01,11
Arizona,0,1,College,Employed,M,Suburban,Married,Personal Auto,2,Agent,SUV,Small,3,2011-02-14,2011-01-01,02,14
Nevada,1,1,College,Unemployed,F,Suburban,Divorced,Corporate Auto,2,Agent,SUV,Medsize,3,2011-01-27,2011-01-01,01,27
Nevada,0,1,College,Employed,F,Suburban,Married,Personal Auto,2,Branch,Luxury SUV,Medsize,2,2011-02-03,2011-01-01,02,03
Arizona,0,1,Bachelor,Employed,F,Urban,Married,Personal Auto,2,Agent,SUV,Small,2,2011-01-21,2011-01-01,01,21
Washington,0,2,College,Employed,F,Urban,Single,Personal Auto,1,Branch,Luxury SUV,Medsize,2,2011-01-05,2011-01-01,01,05
Oregon,0,1,Master,Medical Leave,M,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize,3,2011-02-14,2011-01-01,02,14
Arizona,0,3,College,Employed,F,Suburban,Married,Personal Auto,2,Branch,SUV,Medsize,3,2011-01-01,2011-01-01,01,01
California,0,1,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize,3,2011-01-03,2011-01-01,01,03
Arizona,0,3,College,Employed,M,Urban,Divorced,Corporate Auto,2,Agent,SUV,Medsize,2,2011-02-07,2011-01-01,02,07
Arizona,0,2,Master,Employed,F,Urban,Single,Personal Auto,1,Agent,Luxury SUV,Medsize,1,2011-02-18,2011-01-01,02,18
Oregon,0,1,College,Employed,M,Suburban,Married,Personal Auto,4,Call Center,Luxury SUV,Small,3,2011-02-07,2011-01-01,02,07
Oregon,0,1,College,Employed,M,Rural,Married,Personal Auto,2,Branch,SUV,Medsize,1,2011-01-02,2011-01-01,01,02
Oregon,0,1,College,Employed,F,Rural,Married,Personal Auto,2,Call Center,SUV,Medsize,3,2011-02-12,2011-01-01,02,12
California,0,3,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Small,2,2011-02-15,2011-01-01,02,15
Arizona,0,2,College,Unemployed,F,Suburban,Single,Corporate Auto,3,Call Center,SUV,Medsize,3,2011-02-23,2011-01-01,02,23
Nevada,0,2,College,Employed,F,Urban,Single,Personal Auto,3,Call Center,SUV,Medsize,2,2011-02-15,2011-01-01,02,15
Arizona,0,1,College,Unemployed,F,Suburban,Single,Personal Auto,2,Call Center,SUV,Small,1,2011-02-22,2011-01-01,02,22
Washington,0,2,College,Employed,F,Suburban,Married,Personal Auto,2,Call Center,SUV,Small,2,2011-01-20,2011-01-01,01,20
California,0,2,College,Employed,M,Suburban,Single,Corporate Auto,2,Branch,SUV,Small,3,2011-01-03,2011-01-01,01,03
California,0,1,College,Unemployed,M,Suburban,Single,Personal Auto,1,Call Center,SUV,Medsize,2,2011-02-16,2011-01-01,02,16
California,0,1,College,Employed,F,Urban,Single,Corporate Auto,1,Agent,Sports Car,Medsize,2,2011-02-22,2011-01-01,02,22
California,0,1,Master,Employed,M,Suburban,Single,Personal Auto,1,Call Center,Luxury SUV,Medsize,2,2011-01-30,2011-01-01,01,30
Oregon,0,2,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,Call Center,SUV,Medsize,1,2011-01-01,2011-01-01,01,01
Nevada,0,1,College,Employed,F,Urban,Married,Personal Auto,2,Branch,Sports Car,Medsize,1,2011-01-09,2011-01-01,01,09
Arizona,0,3,College,Unemployed,F,Suburban,Married,Personal Auto,1,Call Center,SUV,Medsize,3,2011-01-15,2011-01-01,01,15
Nevada,0,2,Bachelor,Employed,F,Suburban,Married,Personal Auto,1,Branch,SUV,Small,3,2011-02-15,2011-01-01,02,15
Oregon,0,1,College,Retired,M,Suburban,Divorced,Personal Auto,1,Call Center,Sports Car,Small,3,2011-01-17,2011-01-01,01,17
California,0,1,College,Unemployed,F,Rural,Single,Corporate Auto,1,Branch,SUV,Medsize,3,2011-01-16,2011-01-01,01,16
California,0,1,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Sports Car,Medsize,2,2011-02-26,2011-01-01,02,26
Oregon,0,3,Bachelor,Employed,M,Rural,Married,Personal Auto,1,Call Center,SUV,Medsize,3,2011-01-31,2011-01-01,01,31
Arizona,0,2,Master,Employed,F,Suburban,Divorced,Personal Auto,1,Branch,SUV,Small,3,2011-02-04,2011-01-01,02,04
Oregon,0,1,College,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,Sports Car,Medsize,2,2011-01-30,2011-01-01,01,30
Washington,0,2,College,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Sports Car,Medsize,1,2011-01-15,2011-01-01,01,15
Oregon,0,1,College,Employed,F,Suburban,Married,Special Auto,1,Agent,Luxury SUV,Medsize,3,2011-01-15,2011-01-01,01,15
Arizona,0,1,College,Employed,M,Suburban,Married,Personal Auto,3,Agent,Luxury SUV,Large,3,2011-01-31,2011-01-01,01,31
Nevada,1,1,College,Employed,M,Rural,Married,Personal Auto,1,Branch,SUV,Medsize,3,2011-01-28,2011-01-01,01,28
Washington,0,1,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,Agent,SUV,Medsize,1,2011-01-06,2011-01-01,01,06
California,1,1,Bachelor,Employed,F,Urban,Married,Corporate Auto,1,Branch,Luxury SUV,Medsize,3,2011-01-07,2011-01-01,01,07
California,0,1,Bachelor,Employed,F,Urban,Divorced,Personal Auto,1,Branch,SUV,Large,2,2011-02-10,2011-01-01,02,10
Oregon,0,1,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,2,Web,SUV,Medsize,3,2011-02-06,2011-01-01,02,06
Oregon,0,2,College,Employed,F,Suburban,Married,Personal Auto,2,Agent,SUV,Large,3,2011-02-17,2011-01-01,02,17
Washington,0,1,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,Agent,SUV,Large,3,2011-02-14,2011-01-01,02,14
Oregon,0,1,College,Employed,F,Urban,Divorced,Personal Auto,4,Web,Luxury SUV,Medsize,3,2011-02-05,2011-01-01,02,05
Arizona,0,1,College,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize,3,2011-02-20,2011-01-01,02,20
Oregon,0,1,Master,Unemployed,M,Suburban,Divorced,Personal Auto,2,Branch,Luxury SUV,Large,2,2011-01-01,2011-01-01,01,01
California,0,1,College,Employed,F,Suburban,Married,Personal Auto,3,Web,SUV,Medsize,1,2011-01-13,2011-01-01,01,13
Oregon,0,1,College,Employed,F,Urban,Divorced,Special Auto,4,Web,SUV,Medsize,1,2011-01-13,2011-01-01,01,13
Arizona,0,1,College,Employed,M,Suburban,Divorced,Personal Auto,2,Web,Sports Car,Medsize,3,2011-01-03,2011-01-01,01,03
Oregon,0,1,College,Employed,F,Rural,Married,Personal Auto,1,Web,Sports Car,Medsize,3,2011-01-27,2011-01-01,01,27
Oregon,0,1,College,Employed,M,Suburban,Married,Personal Auto,3,Agent,Sports Car,Small,2,2011-01-09,2011-01-01,01,09
California,0,2,College,Unemployed,F,Urban,Divorced,Corporate Auto,1,Agent,Luxury SUV,Medsize,2,2011-01-07,2011-01-01,01,07
Nevada,0,2,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,1,Branch,Sports Car,Medsize,3,2011-02-10,2011-01-01,02,10
Washington,0,1,College,Disabled,F,Suburban,Single,Corporate Auto,3,Agent,Sports Car,Medsize,3,2011-01-06,2011-01-01,01,06
Oregon,0,1,College,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Luxury SUV,Medsize,1,2011-02-18,2011-01-01,02,18
Washington,0,1,College,Unemployed,F,Urban,Married,Personal Auto,1,Agent,SUV,Medsize,2,2011-01-19,2011-01-01,01,19
Nevada,0,2,College,Disabled,F,Suburban,Divorced,Personal Auto,2,Agent,SUV,Medsize,3,2011-01-06,2011-01-01,01,06
California,0,2,Master,Employed,M,Urban,Married,Corporate Auto,2,Web,SUV,Medsize,1,2011-01-15,2011-01-01,01,15
California,0,1,Doctor,Unemployed,M,Suburban,Married,Personal Auto,2,Web,SUV,Medsize,3,2011-01-14,2011-01-01,01,14
Washington,0,1,College,Employed,M,Suburban,Married,Personal Auto,2,Branch,SUV,Medsize,2,2011-01-02,2011-01-01,01,02
California,0,2,College,Employed,F,Urban,Married,Personal Auto,2,Agent,Sports Car,Medsize,3,2011-02-03,2011-01-01,02,03
Oregon,0,1,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,2,Agent,Sports Car,Small,3,2011-01-24,2011-01-01,01,24
California,0,2,Bachelor,Disabled,F,Suburban,Married,Personal Auto,3,Call Center,SUV,Small,2,2011-01-09,2011-01-01,01,09
Nevada,0,3,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Sports Car,Medsize,3,2011-02-10,2011-01-01,02,10
California,0,1,College,Employed,M,Rural,Married,Personal Auto,4,Branch,Luxury SUV,Medsize,1,2011-02-06,2011-01-01,02,06
Arizona,0,1,College,Employed,F,Suburban,Married,Corporate Auto,2,Agent,SUV,Medsize,3,2011-02-27,2011-01-01,02,27
California,0,1,College,Employed,F,Suburban,Married,Personal Auto,3,Branch,Sports Car,Medsize,1,2011-01-13,2011-01-01,01,13
California,0,2,College,Employed,M,Suburban,Divorced,Personal Auto,4,Web,SUV,Medsize,2,2011-01-02,2011-01-01,01,02
Arizona,0,2,College,Unemployed,F,Suburban,Single,Personal Auto,3,Call Center,SUV,Medsize,1,2011-01-06,2011-01-01,01,06
California,0,3,College,Employed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize,1,2011-01-21,2011-01-01,01,21
Arizona,0,1,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Small,3,2011-01-03,2011-01-01,01,03
California,0,1,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,1,Agent,Sports Car,Small,3,2011-02-19,2011-01-01,02,19
Oregon,0,1,College,Employed,F,Rural,Married,Personal Auto,2,Branch,SUV,Medsize,3,2011-01-28,2011-01-01,01,28
California,0,1,College,Employed,F,Suburban,Married,Personal Auto,3,Agent,Sports Car,Large,3,2011-02-08,2011-01-01,02,08
California,0,2,College,Employed,F,Urban,Married,Personal Auto,2,Agent,Sports Car,Medsize,3,2011-01-03,2011-01-01,01,03
California,0,2,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,2,Agent,SUV,Small,2,2011-01-10,2011-01-01,01,10
Oregon,0,1,Bachelor,Employed,M,Suburban,Married,Corporate Auto,4,Branch,Luxury SUV,Medsize,2,2011-02-02,2011-01-01,02,02
Arizona,0,2,College,Employed,M,Rural,Married,Corporate Auto,1,Call Center,SUV,Medsize,2,2011-01-30,2011-01-01,01,30
California,0,1,Bachelor,Employed,F,Rural,Married,Personal Auto,2,Agent,SUV,Medsize,3,2011-01-26,2011-01-01,01,26
Arizona,0,2,College,Unemployed,M,Suburban,Single,Personal Auto,3,Agent,SUV,Small,2,2011-02-04,2011-01-01,02,04
California,0,1,College,Employed,M,Suburban,Married,Personal Auto,1,Branch,Luxury SUV,Medsize,3,2011-02-20,2011-01-01,02,20
California,0,1,Doctor,Employed,F,Urban,Married,Personal Auto,2,Call Center,SUV,Medsize,3,2011-01-27,2011-01-01,01,27
Oregon,0,1,College,Employed,M,Suburban,Divorced,Personal Auto,2,Agent,SUV,Medsize,1,2011-02-02,2011-01-01,02,02
Arizona,0,1,Bachelor,Employed,M,Urban,Married,Personal Auto,3,Agent,SUV,Large,3,2011-01-26,2011-01-01,01,26
Oregon,0,2,College,Medical Leave,M,Suburban,Divorced,Personal Auto,3,Agent,Sports Car,Medsize,3,2011-01-20,2011-01-01,01,20
California,0,1,College,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,Luxury SUV,Large,2,2011-02-23,2011-01-01,02,23
Oregon,0,1,Master,Unemployed,F,Urban,Married,Personal Auto,3,Web,Luxury SUV,Medsize,2,2011-01-14,2011-01-01,01,14
Oregon,1,3,College,Employed,F,Rural,Married,Personal Auto,2,Web,SUV,Medsize,1,2011-02-19,2011-01-01,02,19
Arizona,0,1,College,Employed,F,Rural,Married,Personal Auto,1,Agent,SUV,Medsize,3,2011-01-16,2011-01-01,01,16
Washington,0,1,Bachelor,Medical Leave,F,Urban,Single,Corporate Auto,1,Agent,Sports Car,Large,1,2011-01-27,2011-01-01,01,27
Nevada,0,2,College,Unemployed,M,Rural,Married,Personal Auto,2,Call Center,SUV,Medsize,3,2011-01-28,2011-01-01,01,28
Nevada,0,1,College,Employed,M,Urban,Married,Personal Auto,2,Web,SUV,Medsize,2,2011-01-28,2011-01-01,01,28
California,0,1,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,Sports Car,Small,3,2011-01-24,2011-01-01,01,24
Washington,0,1,College,Unemployed,F,Suburban,Married,Corporate Auto,1,Call Center,SUV,Medsize,3,2011-02-12,2011-01-01,02,12
California,0,2,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,Call Center,Luxury SUV,Medsize,3,2011-02-15,2011-01-01,02,15
